gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,sic,at,lt,lct,act,che,invt,rect,sale,cogs,oiadp,ni,ib,year,current_ratio,quick_ratio,debt_ratio,roe,gross_margin,net_margin,inventory_turnover,receivables_turnover
012141,1985-06-30,1985,INDL,C,D,STD,7372,65.064,10.624,10.624,52.066,18.948,5.919,25.273,140.417,26.985,40.907,24.101,24.101,1985,4.900790662650603,4.343655873493976,0.16328538054838315,0.4427075679647319,0.807822414664891,0.17163876168839953,4.559047136340598,5.556008388398687
012141,1985-06-30,1985,INDL,C,D,STD,7372,65.064,10.624,10.624,52.066,18.948,5.919,25.273,140.417,26.985,40.907,24.101,24.101,1985,4.900790662650603,4.343655873493976,0.16328538054838315,0.4427075679647319,0.807822414664891,0.17163876168839953,4.559047136340598,5.556008388398687
012141,1986-06-30,1986,INDL,C,D,STD,7372,170.739,31.407,29.528,147.98,102.676,8.008,34.499,197.514,35.163,60.906,39.254,39.254,1986,5.011514494716879,4.740314277973448,0.18394742853126703,0.2817299687078345,0.8219721133691789,0.19874034245673722,4.390984015984016,5.725209426360184
012141,1986-06-30,1986,INDL,C,D,STD,7372,170.739,31.407,29.528,147.98,102.676,8.008,34.499,197.514,35.163,60.906,39.254,39.254,1986,5.011514494716879,4.740314277973448,0.18394742853126703,0.2817299687078345,0.8219721133691789,0.19874034245673722,4.390984015984016,5.725209426360184
012141,1987-06-30,1987,INDL,C,D,STD,7372,287.754,48.649,46.644,213.002,132.484,16.555,55.131,345.89,66.245,112.7,71.878,71.878,1987,4.5665466083526285,4.211624217477061,0.16906454819046823,0.3006127015327994,0.8084795744311776,0.2078059498684553,4.001510117789188,6.273965645462625
012141,1987-06-30,1987,INDL,C,D,STD,7372,287.754,48.649,46.644,213.002,132.484,16.555,55.131,345.89,66.245,112.7,71.878,71.878,1987,4.5665466083526285,4.211624217477061,0.16906454819046823,0.3006127015327994,0.8084795744311776,0.2078059498684553,4.001510117789188,6.273965645462625
012141,1988-06-30,1988,INDL,C,D,STD,7372,493.019,117.521,117.521,345.348,183.225,53.542,93.602,590.827,130.708,172.988,123.908,123.908,1988,2.93860671709737,2.4830115468724743,0.23837012366663354,0.3299831157556099,0.7787711123560704,0.20971959643008867,2.441223712225916,6.312119399158138
012141,1988-06-30,1988,INDL,C,D,STD,7372,493.019,117.521,117.521,345.348,183.225,53.542,93.602,590.827,130.708,172.988,123.908,123.908,1988,2.93860671709737,2.4830115468724743,0.23837012366663354,0.3299831157556099,0.7787711123560704,0.20971959643008867,2.441223712225916,6.312119399158138
012141,1989-06-30,1989,INDL,C,D,STD,7372,720.598,158.818,158.818,468.949,300.791,37.755,111.18,803.53,178.702,234.23,170.538,170.538,1989,2.9527446511100757,2.715019708093541,0.22039750318485482,0.3035672327245541,0.777603823130437,0.21223600861199957,4.7332009005429745,7.227289080769922
012141,1989-06-30,1989,INDL,C,D,STD,7372,720.598,158.818,158.818,468.949,300.791,37.755,111.18,803.53,178.702,234.23,170.538,170.538,1989,2.9527446511100757,2.715019708093541,0.22039750318485482,0.3035672327245541,0.777603823130437,0.21223600861199957,4.7332009005429745,7.227289080769922
